date,excel_row,CHECK_SUM_TOTALES_EMPRESA,TOTAL_MERCADO,diff_mercado,check,company,CHECK_SUM_MODALIDADES,TOTAL_EMPRESA,diff_empresa,row_excel,raw_date,expected_date,parsed_raw_date,raw_date_unparseable,raw_date_mismatch_expected
2011-07-01,44.0,,,,empresa,CNT EP,332504.0,332504.0,0.0,,,,,,
2011-07-01,44.0,,,,empresa,CONECEL S.A.,10956931.0,10956931.0,0.0,,,,,,
2011-07-01,44.0,,,,empresa,OTECEL S.A.,4496949.0,4496949.0,0.0,,,,,,
2011-08-01,45.0,,,,empresa,CNT EP,318474.0,318474.0,0.0,,,,,,
2011-08-01,45.0,,,,empresa,CONECEL S.A.,11006651.0,11006651.0,0.0,,,,,,
2011-08-01,45.0,,,,empresa,OTECEL S.A.,4521758.0,4521758.0,0.0,,,,,,
2011-09-01,46.0,,,,empresa,CNT EP,309419.0,309419.0,0.0,,,,,,
2011-09-01,46.0,,,,empresa,CONECEL S.A.,11057121.0,11057121.0,0.0,,,,,,
2011-09-01,46.0,,,,empresa,OTECEL S.A.,4501472.0,4501472.0,0.0,,,,,,
2011-10-01,47.0,,,,empresa,CNT EP,311342.0,311342.0,0.0,,,,,,
2011-10-01,47.0,,,,empresa,CONECEL S.A.,11100717.0,11100717.0,0.0,,,,,,
2011-10-01,47.0,,,,empresa,OTECEL S.A.,4485371.0,4485371.0,0.0,,,,,,
2011-11-01,48.0,,,,empresa,CNT EP,285038.0,285038.0,0.0,,,,,,
2011-11-01,48.0,,,,empresa,CONECEL S.A.,11128914.0,11128914.0,0.0,,,,,,
2011-11-01,48.0,,,,empresa,OTECEL S.A.,4472281.0,4472281.0,0.0,,,,,,
2011-12-01,49.0,,,,empresa,CNT EP,303368.0,303368.0,0.0,,,,,,
2011-12-01,49.0,,,,empresa,CONECEL S.A.,11057316.0,11057316.0,0.0,,,,,,
2011-12-01,49.0,,,,empresa,OTECEL S.A.,4513874.0,4513874.0,0.0,,,,,,
2012-01-01,50.0,,,,empresa,CNT EP,321688.0,321688.0,0.0,,,,,,
2012-01-01,50.0,,,,empresa,CONECEL S.A.,11085968.0,11085968.0,0.0,,,,,,
2012-01-01,50.0,,,,empresa,OTECEL S.A.,4558396.0,4558396.0,0.0,,,,,,
2012-02-01,51.0,,,,empresa,CNT EP,338463.0,338463.0,0.0,,,,,,
2012-02-01,51.0,,,,empresa,CONECEL S.A.,11116364.0,11116364.0,0.0,,,,,,
2012-02-01,51.0,,,,empresa,OTECEL S.A.,4616860.0,4616860.0,0.0,,,,,,
2012-03-01,52.0,,,,empresa,CNT EP,329378.0,329378.0,0.0,,,,,,
2012-03-01,52.0,,,,empresa,CONECEL S.A.,11148559.0,11148559.0,0.0,,,,,,
2012-03-01,52.0,,,,empresa,OTECEL S.A.,4668221.0,4668221.0,0.0,,,,,,
2012-04-01,53.0,,,,empresa,CNT EP,356836.0,356836.0,0.0,,,,,,
2012-04-01,53.0,,,,empresa,CONECEL S.A.,11190152.0,11190152.0,0.0,,,,,,
2012-04-01,53.0,,,,empresa,OTECEL S.A.,4685518.0,4685518.0,0.0,,,,,,
2012-05-01,54.0,,,,empresa,CNT EP,359133.0,359133.0,0.0,,,,,,
2012-05-01,54.0,,,,empresa,CONECEL S.A.,11245278.0,11245278.0,0.0,,,,,,
2012-05-01,54.0,,,,empresa,OTECEL S.A.,4738277.0,4738277.0,0.0,,,,,,
2012-06-01,55.0,,,,empresa,CNT EP,349669.0,349669.0,0.0,,,,,,
2012-06-01,55.0,,,,empresa,CONECEL S.A.,11293134.0,11293134.0,0.0,,,,,,
2012-06-01,55.0,,,,empresa,OTECEL S.A.,4750412.0,4750412.0,0.0,,,,,,
2012-07-01,56.0,,,,empresa,CNT EP,348002.0,348002.0,0.0,,,,,,
2012-07-01,56.0,,,,empresa,CONECEL S.A.,11353323.0,11353323.0,0.0,,,,,,
2012-07-01,56.0,,,,empresa,OTECEL S.A.,4731263.0,4731263.0,0.0,,,,,,
2012-08-01,57.0,,,,empresa,CNT EP,338988.0,338988.0,0.0,,,,,,
2012-08-01,57.0,,,,empresa,CONECEL S.A.,11407676.0,11407676.0,0.0,,,,,,
2012-08-01,57.0,,,,empresa,OTECEL S.A.,4737880.0,4737880.0,0.0,,,,,,
2012-09-01,58.0,,,,empresa,CNT EP,334861.0,334861.0,0.0,,,,,,
2012-09-01,58.0,,,,empresa,CONECEL S.A.,11462312.0,11462312.0,0.0,,,,,,
2012-09-01,58.0,,,,empresa,OTECEL S.A.,4755565.0,4755565.0,0.0,,,,,,
2012-10-01,59.0,,,,empresa,CNT EP,333169.0,333169.0,0.0,,,,,,
2012-10-01,59.0,,,,empresa,CONECEL S.A.,11532903.0,11532903.0,0.0,,,,,,
2012-10-01,59.0,,,,empresa,OTECEL S.A.,4910577.0,4910577.0,0.0,,,,,,
2012-11-01,60.0,,,,empresa,CNT EP,327073.0,327073.0,0.0,,,,,,
2012-11-01,60.0,,,,empresa,CONECEL S.A.,11636478.0,11636478.0,0.0,,,,,,
2012-11-01,60.0,,,,empresa,OTECEL S.A.,4958450.0,4958450.0,0.0,,,,,,
2012-12-01,61.0,,,,empresa,CNT EP,309271.0,309271.0,0.0,,,,,,
2012-12-01,61.0,,,,empresa,CONECEL S.A.,11757906.0,11757906.0,0.0,,,,,,
2012-12-01,61.0,,,,empresa,OTECEL S.A.,5019686.0,5019686.0,0.0,,,,,,
2013-01-01,62.0,,,,empresa,CNT EP,349051.0,349051.0,0.0,,,,,,
2013-01-01,62.0,,,,empresa,CONECEL S.A.,11855128.0,11855128.0,0.0,,,,,,
2013-01-01,62.0,,,,empresa,OTECEL S.A.,5033644.0,5033644.0,0.0,,,,,,
2013-02-01,63.0,,,,empresa,CNT EP,349413.0,349413.0,0.0,,,,,,
2013-02-01,63.0,,,,empresa,CONECEL S.A.,11956563.0,11956563.0,0.0,,,,,,
2013-02-01,63.0,,,,empresa,OTECEL S.A.,5051199.0,5051199.0,0.0,,,,,,
2013-03-01,64.0,,,,empresa,CNT EP,362560.0,362560.0,0.0,,,,,,
2013-03-01,64.0,,,,empresa,CONECEL S.A.,12006715.0,12006715.0,0.0,,,,,,
2013-03-01,64.0,,,,empresa,OTECEL S.A.,5033297.0,5033297.0,0.0,,,,,,
2013-04-01,65.0,,,,empresa,CNT EP,362560.0,362560.0,0.0,,,,,,
2013-04-01,65.0,,,,empresa,CONECEL S.A.,12084788.0,12084788.0,0.0,,,,,,
2013-04-01,65.0,,,,empresa,OTECEL S.A.,5043646.0,5043646.0,0.0,,,,,,
2013-05-01,66.0,,,,empresa,CNT EP,362560.0,362560.0,0.0,,,,,,
2013-05-01,66.0,,,,empresa,CONECEL S.A.,11647402.0,11647402.0,0.0,,,,,,
2013-05-01,66.0,,,,empresa,OTECEL S.A.,5059197.0,5059197.0,0.0,,,,,,
2013-06-01,67.0,,,,empresa,CNT EP,362560.0,362560.0,0.0,,,,,,
2013-06-01,67.0,,,,empresa,CONECEL S.A.,11700024.0,11700024.0,0.0,,,,,,
2013-06-01,67.0,,,,empresa,OTECEL S.A.,5078250.0,5078250.0,0.0,,,,,,
2013-07-01,68.0,,,,empresa,CNT EP,362560.0,362560.0,0.0,,,,,,
2013-07-01,68.0,,,,empresa,CONECEL S.A.,11760446.0,11760446.0,0.0,,,,,,
2013-07-01,68.0,,,,empresa,OTECEL S.A.,5092038.0,5092038.0,0.0,,,,,,
2013-08-01,69.0,,,,empresa,CNT EP,362560.0,362560.0,0.0,,,,,,
2013-08-01,69.0,,,,empresa,CONECEL S.A.,11822671.0,11822671.0,0.0,,,,,,
2013-08-01,69.0,,,,empresa,OTECEL S.A.,5098263.0,5098263.0,0.0,,,,,,
2013-09-01,70.0,,,,empresa,CNT EP,362560.0,362560.0,0.0,,,,,,
2013-09-01,70.0,,,,empresa,CONECEL S.A.,11886803.0,11886803.0,0.0,,,,,,
2013-09-01,70.0,,,,empresa,OTECEL S.A.,5096066.0,5096066.0,0.0,,,,,,
2013-10-01,71.0,,,,empresa,CNT EP,362560.0,362560.0,0.0,,,,,,
2013-10-01,71.0,,,,empresa,CONECEL S.A.,11968444.0,11968444.0,0.0,,,,,,
2013-10-01,71.0,,,,empresa,OTECEL S.A.,5098702.0,5098702.0,0.0,,,,,,
2013-11-01,72.0,,,,empresa,CNT EP,362560.0,362560.0,0.0,,,,,,
2013-11-01,72.0,,,,empresa,CONECEL S.A.,12008987.0,12008987.0,0.0,,,,,,
2013-11-01,72.0,,,,empresa,OTECEL S.A.,5090492.0,5090492.0,0.0,,,,,,
2013-12-01,73.0,,,,empresa,CNT EP,362560.0,362560.0,0.0,,,,,,
2013-12-01,73.0,,,,empresa,CONECEL S.A.,12030886.0,12030886.0,0.0,,,,,,
2013-12-01,73.0,,,,empresa,OTECEL S.A.,5148308.0,5148308.0,0.0,,,,,,
2014-01-01,74.0,,,,empresa,CNT EP,558207.0,558207.0,0.0,,,,,,
2014-01-01,74.0,,,,empresa,CONECEL S.A.,12063960.0,12063960.0,0.0,,,,,,
2014-01-01,74.0,,,,empresa,OTECEL S.A.,5246719.0,5246719.0,0.0,,,,,,
2014-02-01,75.0,,,,empresa,CNT EP,566161.0,566161.0,0.0,,,,,,
2014-02-01,75.0,,,,empresa,CONECEL S.A.,12108040.0,12108040.0,0.0,,,,,,
2014-02-01,75.0,,,,empresa,OTECEL S.A.,5243581.0,5243581.0,0.0,,,,,,
2014-03-01,76.0,,,,empresa,CNT EP,590475.0,590475.0,0.0,,,,,,
2014-03-01,76.0,,,,empresa,CONECEL S.A.,12145293.0,12145293.0,0.0,,,,,,
2014-03-01,76.0,,,,empresa,OTECEL S.A.,5224894.0,5224894.0,0.0,,,,,,
2014-04-01,77.0,,,,empresa,CNT EP,594493.0,594493.0,0.0,,,,,,
2014-04-01,77.0,,,,empresa,CONECEL S.A.,12181007.0,12181007.0,0.0,,,,,,
2014-04-01,77.0,,,,empresa,OTECEL S.A.,5212879.0,5212879.0,0.0,,,,,,
2014-05-01,78.0,,,,empresa,CNT EP,605904.0,605904.0,0.0,,,,,,
2014-05-01,78.0,,,,empresa,CONECEL S.A.,12205423.0,12205423.0,0.0,,,,,,
2014-05-01,78.0,,,,empresa,OTECEL S.A.,5188521.0,5188521.0,0.0,,,,,,
2014-06-01,79.0,,,,empresa,CNT EP,626350.0,626350.0,0.0,,,,,,
2014-06-01,79.0,,,,empresa,CONECEL S.A.,12225752.0,12225752.0,0.0,,,,,,
2014-06-01,79.0,,,,empresa,OTECEL S.A.,5204947.0,5204947.0,0.0,,,,,,
2014-07-01,80.0,,,,empresa,CNT EP,635920.0,635920.0,0.0,,,,,,
2014-07-01,80.0,,,,empresa,CONECEL S.A.,12246004.0,12246004.0,0.0,,,,,,
2014-07-01,80.0,,,,empresa,OTECEL S.A.,5156532.0,5156532.0,0.0,,,,,,
2014-08-01,81.0,,,,empresa,CNT EP,650682.0,650682.0,0.0,,,,,,
2014-08-01,81.0,,,,empresa,CONECEL S.A.,12266556.0,12266556.0,0.0,,,,,,
2014-08-01,81.0,,,,empresa,OTECEL S.A.,5148748.0,5148748.0,0.0,,,,,,
2014-09-01,82.0,,,,empresa,CNT EP,693821.0,693821.0,0.0,,,,,,
2014-09-01,82.0,,,,empresa,CONECEL S.A.,12280228.0,12280228.0,0.0,,,,,,
2014-09-01,82.0,,,,empresa,OTECEL S.A.,5047263.0,5047263.0,0.0,,,,,,
2014-10-01,83.0,,,,empresa,CNT EP,717630.0,717630.0,0.0,,,,,,
2014-10-01,83.0,,,,empresa,CONECEL S.A.,12281434.0,12281434.0,0.0,,,,,,
2014-10-01,83.0,,,,empresa,OTECEL S.A.,5025967.0,5025967.0,0.0,,,,,,
2014-11-01,84.0,,,,empresa,CNT EP,766910.0,766910.0,0.0,,,,,,
2014-11-01,84.0,,,,empresa,CONECEL S.A.,12270384.0,12270384.0,0.0,,,,,,
2014-11-01,84.0,,,,empresa,OTECEL S.A.,4995937.0,4995937.0,0.0,,,,,,
2014-12-01,85.0,,,,empresa,CNT EP,776892.0,776892.0,0.0,,,,,,
2014-12-01,85.0,,,,empresa,CONECEL S.A.,11772020.0,11772020.0,0.0,,,,,,
2014-12-01,85.0,,,,empresa,OTECEL S.A.,5055645.0,5055645.0,0.0,,,,,,
2015-01-01,86.0,,,,empresa,CNT EP,888777.0,888777.0,0.0,,,,,,
2015-01-01,86.0,,,,empresa,CONECEL S.A.,11330471.0,11330471.0,0.0,,,,,,
2015-01-01,86.0,,,,empresa,OTECEL S.A.,5041544.0,5041544.0,0.0,,,,,,
2015-02-01,87.0,,,,empresa,CNT EP,945867.0,945867.0,0.0,,,,,,
2015-02-01,87.0,,,,empresa,CONECEL S.A.,10870014.0,10870014.0,0.0,,,,,,
2015-02-01,87.0,,,,empresa,OTECEL S.A.,5038636.0,5038636.0,0.0,,,,,,
2015-03-01,88.0,,,,empresa,CNT EP,1032323.0,1032323.0,0.0,,,,,,
2015-03-01,88.0,,,,empresa,CONECEL S.A.,10504831.0,10504831.0,0.0,,,,,,
2015-03-01,88.0,,,,empresa,OTECEL S.A.,4723385.0,4723385.0,0.0,,,,,,
2015-04-01,89.0,,,,empresa,CNT EP,1072376.0,1072376.0,0.0,,,,,,
2015-04-01,89.0,,,,empresa,CONECEL S.A.,10293002.0,10293002.0,0.0,,,,,,
2015-04-01,89.0,,,,empresa,OTECEL S.A.,4688985.0,4688985.0,0.0,,,,,,
2015-05-01,90.0,,,,empresa,CNT EP,1116461.0,1116461.0,0.0,,,,,,
2015-05-01,90.0,,,,empresa,CONECEL S.A.,10107477.0,10107477.0,0.0,,,,,,
2015-05-01,90.0,,,,empresa,OTECEL S.A.,4569272.0,4569272.0,0.0,,,,,,
2015-06-01,91.0,,,,empresa,CNT EP,1183839.0,1183839.0,0.0,,,,,,
2015-06-01,91.0,,,,empresa,CONECEL S.A.,9922718.0,9922718.0,0.0,,,,,,
2015-06-01,91.0,,,,empresa,OTECEL S.A.,4560326.0,4560326.0,0.0,,,,,,
2015-07-01,92.0,,,,empresa,CNT EP,942469.0,942469.0,0.0,,,,,,
2015-07-01,92.0,,,,empresa,CONECEL S.A.,9619625.0,9619625.0,0.0,,,,,,
2015-07-01,92.0,,,,empresa,OTECEL S.A.,4555302.0,4555302.0,0.0,,,,,,
2015-08-01,93.0,,,,empresa,CNT EP,959628.0,959628.0,0.0,,,,,,
2015-08-01,93.0,,,,empresa,CONECEL S.A.,9448094.0,9448094.0,0.0,,,,,,
2015-08-01,93.0,,,,empresa,OTECEL S.A.,4551976.0,4551976.0,0.0,,,,,,
2015-09-01,94.0,,,,empresa,CNT EP,1019403.0,1019403.0,0.0,,,,,,
2015-09-01,94.0,,,,empresa,CONECEL S.A.,9272704.0,9272704.0,0.0,,,,,,
2015-09-01,94.0,,,,empresa,OTECEL S.A.,4463361.0,4463361.0,0.0,,,,,,
2015-10-01,95.0,,,,empresa,CNT EP,1050069.0,1050069.0,0.0,,,,,,
2015-10-01,95.0,,,,empresa,CONECEL S.A.,9084496.0,9084496.0,0.0,,,,,,
2015-10-01,95.0,,,,empresa,OTECEL S.A.,4232428.0,4232428.0,0.0,,,,,,
2015-11-01,96.0,,,,empresa,CNT EP,1031219.0,1031219.0,0.0,,,,,,
2015-11-01,96.0,,,,empresa,CONECEL S.A.,8787911.0,8787911.0,0.0,,,,,,
2015-11-01,96.0,,,,empresa,OTECEL S.A.,4303330.0,4303330.0,0.0,,,,,,
2015-12-01,97.0,,,,empresa,CNT EP,1065703.0,1065703.0,0.0,,,,,,
2015-12-01,97.0,,,,empresa,CONECEL S.A.,8658619.0,8658619.0,0.0,,,,,,
2015-12-01,97.0,,,,empresa,OTECEL S.A.,4134698.0,4134698.0,0.0,,,,,,
2016-01-01,98.0,,,,empresa,CNT EP,1095492.0,1095492.0,0.0,,,,,,
2016-01-01,98.0,,,,empresa,CONECEL S.A.,8537945.0,8537945.0,0.0,,,,,,
2016-01-01,98.0,,,,empresa,OTECEL S.A.,4200524.0,4200524.0,0.0,,,,,,
2016-02-01,99.0,,,,empresa,CNT EP,1134222.0,1134222.0,0.0,,,,,,
2016-02-01,99.0,,,,empresa,CONECEL S.A.,8600300.0,8600300.0,0.0,,,,,,
2016-02-01,99.0,,,,empresa,OTECEL S.A.,4188097.0,4188097.0,0.0,,,,,,
2016-03-01,100.0,,,,empresa,CNT EP,1174947.0,1174947.0,0.0,,,,,,
2016-03-01,100.0,,,,empresa,CONECEL S.A.,8664956.0,8664956.0,0.0,,,,,,
2016-03-01,100.0,,,,empresa,OTECEL S.A.,4182766.0,4182766.0,0.0,,,,,,
2016-04-01,101.0,,,,empresa,CNT EP,1215638.0,1215638.0,0.0,,,,,,
2016-04-01,101.0,,,,empresa,CONECEL S.A.,8763907.0,8763907.0,0.0,,,,,,
2016-04-01,101.0,,,,empresa,OTECEL S.A.,4211949.0,4211949.0,0.0,,,,,,
2016-05-01,102.0,,,,empresa,CNT EP,1245153.0,1245153.0,0.0,,,,,,
2016-05-01,102.0,,,,empresa,CONECEL S.A.,8830093.0,8830093.0,0.0,,,,,,
2016-05-01,102.0,,,,empresa,OTECEL S.A.,4151791.0,4151791.0,0.0,,,,,,
2016-06-01,103.0,,,,empresa,CNT EP,1282926.0,1282926.0,0.0,,,,,,
2016-06-01,103.0,,,,empresa,CONECEL S.A.,8864433.0,8864433.0,0.0,,,,,,
2016-06-01,103.0,,,,empresa,OTECEL S.A.,4392705.0,4392705.0,0.0,,,,,,
2016-07-01,104.0,,,,empresa,CNT EP,1328207.0,1328207.0,0.0,,,,,,
2016-07-01,104.0,,,,empresa,CONECEL S.A.,8893473.0,8893473.0,0.0,,,,,,
2016-07-01,104.0,,,,empresa,OTECEL S.A.,4499825.0,4499825.0,0.0,,,,,,
2016-08-01,105.0,,,,empresa,CNT EP,1372087.0,1372087.0,0.0,,,,,,
2016-08-01,105.0,,,,empresa,CONECEL S.A.,8902397.0,8902397.0,0.0,,,,,,
2016-08-01,105.0,,,,empresa,OTECEL S.A.,4633731.0,4633731.0,0.0,,,,,,
2016-09-01,106.0,,,,empresa,CNT EP,1380723.0,1380723.0,0.0,,,,,,
2016-09-01,106.0,,,,empresa,CONECEL S.A.,8915431.0,8915431.0,0.0,,,,,,
2016-09-01,106.0,,,,empresa,OTECEL S.A.,4548495.0,4548495.0,0.0,,,,,,
2016-10-01,107.0,,,,empresa,CNT EP,1381589.0,1381589.0,0.0,,,,,,
2016-10-01,107.0,,,,empresa,CONECEL S.A.,8929127.0,8929127.0,0.0,,,,,,
2016-10-01,107.0,,,,empresa,OTECEL S.A.,4563659.0,4563659.0,0.0,,,,,,
2016-11-01,108.0,,,,empresa,CNT EP,1465436.0,1465436.0,0.0,,,,,,
2016-11-01,108.0,,,,empresa,CONECEL S.A.,8777976.0,8777976.0,0.0,,,,,,
2016-11-01,108.0,,,,empresa,OTECEL S.A.,4499011.0,4499011.0,0.0,,,,,,
2016-12-01,109.0,,,,empresa,CNT EP,1541219.0,1541219.0,0.0,,,,,,
2016-12-01,109.0,,,,empresa,CONECEL S.A.,8726823.0,8726823.0,0.0,,,,,,
2016-12-01,109.0,,,,empresa,OTECEL S.A.,4580092.0,4580092.0,0.0,,,,,,
2017-01-01,110.0,,,,empresa,CNT EP,1606657.0,1606657.0,0.0,,,,,,
2017-01-01,110.0,,,,empresa,CONECEL S.A.,8740818.931236574,8740818.931236574,0.0,,,,,,
2017-01-01,110.0,,,,empresa,OTECEL S.A.,4525750.0,4525750.0,0.0,,,,,,
2017-02-01,111.0,,,,empresa,CNT EP,1633862.0,1633862.0,0.0,,,,,,
2017-02-01,111.0,,,,empresa,CONECEL S.A.,8756687.0,8756687.0,0.0,,,,,,
2017-02-01,111.0,,,,empresa,OTECEL S.A.,4578932.0,4578932.0,0.0,,,,,,
2017-03-01,112.0,,,,empresa,CNT EP,1655131.0,1655131.0,0.0,,,,,,
2017-03-01,112.0,,,,empresa,CONECEL S.A.,8770831.0,8770831.0,0.0,,,,,,
2017-03-01,112.0,,,,empresa,OTECEL S.A.,4545105.0,4545105.0,0.0,,,,,,
2017-04-01,113.0,,,,empresa,CNT EP,1721409.0,1721409.0,0.0,,,,,,
2017-04-01,113.0,,,,empresa,CONECEL S.A.,8779728.0,8779728.0,0.0,,,,,,
2017-04-01,113.0,,,,empresa,OTECEL S.A.,4603330.0,4603330.0,0.0,,,,,,
2017-05-01,114.0,,,,empresa,CNT EP,1723483.0,1723483.0,0.0,,,,,,
2017-05-01,114.0,,,,empresa,CONECEL S.A.,8801222.0,8801222.0,0.0,,,,,,
2017-05-01,114.0,,,,empresa,OTECEL S.A.,4537153.0,4537153.0,0.0,,,,,,
2017-06-01,115.0,,,,empresa,CNT EP,1676146.0,1676146.0,0.0,,,,,,
2017-06-01,115.0,,,,empresa,CONECEL S.A.,8821576.0,8821576.0,0.0,,,,,,
2017-06-01,115.0,,,,empresa,OTECEL S.A.,4479049.0,4479049.0,0.0,,,,,,
2017-07-01,116.0,,,,empresa,CNT EP,1829157.0,1829157.0,0.0,,,,,,
2017-07-01,116.0,,,,empresa,CONECEL S.A.,8751597.0,8751597.0,0.0,,,,,,
2017-07-01,116.0,,,,empresa,OTECEL S.A.,4474456.0,4474456.0,0.0,,,,,,
2017-08-01,117.0,,,,empresa,CNT EP,1882162.0,1882162.0,0.0,,,,,,
2017-08-01,117.0,,,,empresa,CONECEL S.A.,8682033.0,8682033.0,0.0,,,,,,
2017-08-01,117.0,,,,empresa,OTECEL S.A.,4485802.0,4485802.0,0.0,,,,,,
2017-09-01,118.0,,,,empresa,CNT EP,1924352.0,1924352.0,0.0,,,,,,
2017-09-01,118.0,,,,empresa,CONECEL S.A.,8611553.0,8611553.0,0.0,,,,,,
2017-09-01,118.0,,,,empresa,OTECEL S.A.,4501316.0,4501316.0,0.0,,,,,,
2017-10-01,119.0,,,,empresa,CNT EP,1985926.0,1985926.0,0.0,,,,,,
2017-10-01,119.0,,,,empresa,CONECEL S.A.,8521547.0,8521547.0,0.0,,,,,,
2017-10-01,119.0,,,,empresa,OTECEL S.A.,4439926.0,4439926.0,0.0,,,,,,
2017-11-01,120.0,,,,empresa,CNT EP,2027409.0,2027409.0,0.0,,,,,,
2017-11-01,120.0,,,,empresa,CONECEL S.A.,8421066.0,8421066.0,0.0,,,,,,
2017-11-01,120.0,,,,empresa,OTECEL S.A.,4467518.0,4467518.0,0.0,,,,,,
2017-12-01,121.0,,,,empresa,CNT EP,2142117.0,2142117.0,0.0,,,,,,
2017-12-01,121.0,,,,empresa,CONECEL S.A.,7960263.0,7960263.0,0.0,,,,,,
2017-12-01,121.0,,,,empresa,OTECEL S.A.,4549024.0,4549024.0,0.0,,,,,,
2018-01-01,122.0,,,,empresa,CNT EP,2236840.0,2236840.0,0.0,,,,,,
2018-01-01,122.0,,,,empresa,CONECEL S.A.,7976030.0,7976030.0,0.0,,,,,,
2018-01-01,122.0,,,,empresa,OTECEL S.A.,4513686.0,4513686.0,0.0,,,,,,
2018-02-01,123.0,,,,empresa,CNT EP,2297296.0,2297296.0,0.0,,,,,,
2018-02-01,123.0,,,,empresa,CONECEL S.A.,7989122.0,7989122.0,0.0,,,,,,
2018-02-01,123.0,,,,empresa,OTECEL S.A.,4515681.0,4515681.0,0.0,,,,,,
2018-03-01,124.0,,,,empresa,CNT EP,2378275.0,2378275.0,0.0,,,,,,
2018-03-01,124.0,,,,empresa,CONECEL S.A.,8000375.0,8000375.0,0.0,,,,,,
2018-03-01,124.0,,,,empresa,OTECEL S.A.,4515054.0,4515054.0,0.0,,,,,,
2018-04-01,125.0,,,,empresa,CNT EP,2443847.0,2443847.0,0.0,,,,,,
2018-04-01,125.0,,,,empresa,CONECEL S.A.,8016705.0,8016705.0,0.0,,,,,,
2018-04-01,125.0,,,,empresa,OTECEL S.A.,4551309.0,4551309.0,0.0,,,,,,
2018-05-01,126.0,,,,empresa,CNT EP,2495597.0,2495597.0,0.0,,,,,,
2018-05-01,126.0,,,,empresa,CONECEL S.A.,8036850.0,8036850.0,0.0,,,,,,
2018-05-01,126.0,,,,empresa,OTECEL S.A.,4582050.0,4582050.0,0.0,,,,,,
2018-06-01,127.0,,,,empresa,CNT EP,2533812.0,2533812.0,0.0,,,,,,
2018-06-01,127.0,,,,empresa,CONECEL S.A.,8067726.0,8067726.0,0.0,,,,,,
2018-06-01,127.0,,,,empresa,OTECEL S.A.,4622014.0,4622014.0,0.0,,,,,,
2018-07-01,128.0,,,,empresa,CNT EP,2609567.0,2609567.0,0.0,,,,,,
2018-07-01,128.0,,,,empresa,CONECEL S.A.,8108264.0,8108264.0,0.0,,,,,,
2018-07-01,128.0,,,,empresa,OTECEL S.A.,4666163.0,4666163.0,0.0,,,,,,
2018-08-01,129.0,,,,empresa,CNT EP,2658866.0,2658866.0,0.0,,,,,,
2018-08-01,129.0,,,,empresa,CONECEL S.A.,8128638.0,8128638.0,0.0,,,,,,
2018-08-01,129.0,,,,empresa,OTECEL S.A.,4635610.0,4635610.0,0.0,,,,,,
2018-09-01,130.0,,,,empresa,CNT EP,2739272.0,2739272.0,0.0,,,,,,
2018-09-01,130.0,,,,empresa,CONECEL S.A.,8160472.0,8160472.0,0.0,,,,,,
2018-09-01,130.0,,,,empresa,OTECEL S.A.,4648800.0,4648800.0,0.0,,,,,,
2018-10-01,131.0,,,,empresa,CNT EP,2771214.0,2771214.0,0.0,,,,,,
2018-10-01,131.0,,,,empresa,CONECEL S.A.,8185833.0,8185833.0,0.0,,,,,,
2018-10-01,131.0,,,,empresa,OTECEL S.A.,4625889.0,4625889.0,0.0,,,,,,
2018-11-01,132.0,,,,empresa,CNT EP,2807331.0,2807331.0,0.0,,,,,,
2018-11-01,132.0,,,,empresa,CONECEL S.A.,8211354.0,8211354.0,0.0,,,,,,
2018-11-01,132.0,,,,empresa,OTECEL S.A.,4649998.0,4649998.0,0.0,,,,,,
2018-12-01,133.0,,,,empresa,CNT EP,2845142.0,2845142.0,0.0,,,,,,
2018-12-01,133.0,,,,empresa,CONECEL S.A.,8248050.0,8248050.0,0.0,,,,,,
2018-12-01,133.0,,,,empresa,OTECEL S.A.,4679646.0,4679646.0,0.0,,,,,,
2019-01-01,134.0,,,,empresa,CNT EP,2904254.0,2904254.0,0.0,,,,,,
2019-01-01,134.0,,,,empresa,CONECEL S.A.,8262127.0,8262127.0,0.0,,,,,,
2019-01-01,134.0,,,,empresa,OTECEL S.A.,4675160.0,4675160.0,0.0,,,,,,
2019-02-01,135.0,,,,empresa,CNT EP,2944948.0,2944948.0,0.0,,,,,,
2019-02-01,135.0,,,,empresa,CONECEL S.A.,8277987.0,8277987.0,0.0,,,,,,
2019-02-01,135.0,,,,empresa,OTECEL S.A.,4676644.0,4676644.0,0.0,,,,,,
2019-03-01,136.0,,,,empresa,CNT EP,2964684.0,2964684.0,0.0,,,,,,
2019-03-01,136.0,,,,empresa,CONECEL S.A.,8308497.0,8308497.0,0.0,,,,,,
2019-03-01,136.0,,,,empresa,OTECEL S.A.,4623778.0,4623778.0,0.0,,,,,,
2019-04-01,137.0,,,,empresa,CNT EP,3017616.0,3017616.0,0.0,,,,,,
2019-04-01,137.0,,,,empresa,CONECEL S.A.,8323675.0,8323675.0,0.0,,,,,,
2019-04-01,137.0,,,,empresa,OTECEL S.A.,4615770.0,4615770.0,0.0,,,,,,
2019-05-01,138.0,,,,empresa,CNT EP,3040075.0,3040075.0,0.0,,,,,,
2019-05-01,138.0,,,,empresa,CONECEL S.A.,8342990.0,8342990.0,0.0,,,,,,
2019-05-01,138.0,,,,empresa,OTECEL S.A.,4566377.0,4566377.0,0.0,,,,,,
2019-06-01,139.0,,,,empresa,CNT EP,3073156.0,3073156.0,0.0,,,,,,
